,Material,Dia,pp,TEMP,adm,Dem
3056,61482.0,2020-05-11,0.0,16.0,79.0,
5452,61534.0,2019-09-25,0.0,17.7,85.0,85.0
126,61437.0,nan,0.0,15.2,165.0,100.0
3876,61520.0,2019-05-16,0.0,14.7,230.0,96.0
2935,61438.0,2020-03-09,0.0,13.5,82.0,74.0
4451,61420.0,2020-03-27,0.0,12.3,,74.0
3531,61388.0,2019-03-18,0.0,13.0,165.0,100.0
2730,61432.0,2020-02-26,0.0,11.9,62.0,68.0
827,61452.0,2020-05-14,0.0,14.0,79.0,
1639,61483.0,2020-02-12,0.0,12.8,62.0,68.0
984,61406.0,2019-02-26,0.0,14.3,87.0,64.0
3281,61570.0,2019-02-15,0.0,12.7,87.0,64.0
6237,61435.0,2019-12-03,0.0,11.0,36.0,89.0
2188,61490.0,2019-11-08,0.0,13.0,86.0,118.0
5778,61514.0,2020-03-24,0.0,,82.0,74.0
2443,61573.0,2019-11-30,0.0,16.0,86.0,118.0
362,61418.0,2019-09-30,0.0,19.5,85.0,85.0
2349,61448.0,2019-11-27,0.0,15.0,86.0,118.0
345,61484.0,2019-09-30,0.0,19.5,85.0,85.0
814,61467.0,nan,0.1,15.4,28.0,71.0
4807,61535.0,2019-01-29,0.7,11.6,55.0,97.0
3205,61495.0,2019-02-06,0.0,11.8,,64.0
5210,61468.0,2019-06-12,0.0,15.5,144.0,85.0
6013,61533.0,2020-04-03,0.0,14.0,28.0,71.0
3325,61568.0,2019-02-19,0.0,11.7,87.0,64.0
4106,61459.0,2019-11-11,0.0,16.0,86.0,118.0
2116,61390.0,2019-11-06,0.0,16.0,86.0,118.0
1834,61394.0,2019-08-23,0.0,,151.0,83.0
793,61421.0,2020-04-30,0.1,15.4,28.0,71.0
6209,61436.0,2020-03-11,0.0,18.2,82.0,74.0
2674,61387.0,2020-01-28,0.8,14.0,32.0,101.0
94,61592.0,2019-03-29,0.0,15.2,165.0,100.0
4225,61446.8,2019-12-04,0.0,10.0,36.0,89.0
3756,61502.0,2019-05-14,0.0,23.6,230.0,96.0
2891,61458.0,2020-02-28,0.0,12.6,62.0,68.0
2371,61538.0,2019-11-27,0.0,15.0,86.0,118.0
5410,61477.0,2019-09-18,0.0,19.0,85.0,85.0
5555,61528.0,2019-12-20,15.8,14.9,36.0,89.0
3228,61482.0,2019-02-06,0.0,11.8,87.0,64.0
5670,61480.0,2020-02-05,0.0,13.9,62.0,68.0
2853,61540.0,2020-02-28,0.0,12.6,62.0,68.0
2912,61474.0,2020-03-09,0.0,13.5,82.0,74.0
1865,61460.0,2019-08-23,0.0,26.0,151.0,83.0
4612,61458.0,2020-04-28,0.0,14.4,,
1857,61492.0,2019-08-23,0.0,26.0,151.0,83.0
2645,61460.0,2020-01-28,0.8,14.0,32.0,101.0
2243,61419.0,2019-11-13,0.0,16.0,86.0,118.0
2336,61532.0,2019-11-26,0.0,17.0,86.0,118.0
950,61528.0,nan,0.0,22.2,151.0,83.0
3068,61447.0,2019-01-23,0.1,12.0,55.0,97.0
1120,61482.0,2019-03-20,0.0,14.5,165.0,100.0
2597,61492.0,2020-01-24,3.6,9.7,32.0,
2204,61388.0,2019-11-08,0.0,13.0,86.0,118.0
419,61398.0,2019-05-13,0.0,25.8,230.0,96.0
922,61440.0,2019-08-30,0.0,22.2,151.0,83.0
1254,61449.0,2019-11-21,0.0,14.0,,
477,61483.0,2019-06-07,0.0,15.1,144.0,85.0
2035,61390.0,2019-08-28,0.0,20.1,151.0,83.0
1202,61515.0,2019-09-02,0.0,,85.0,85.0
2626,61407.0,2020-01-24,3.6,9.7,32.0,101.0
6038,61418.0,2020-05-04,0.0,19.0,79.0,36.0
1970,61396.0,2019-08-26,0.0,20.4,151.0,83.0
3110,61459.0,2019-01-30,4.9,11.9,55.0,97.0
4018,61422.0,2019-11-05,0.0,16.0,86.0,118.0
2151,61500.0,2019-11-08,0.0,13.0,86.0,118.0
3687,61512.0,2019-05-08,6.0,,230.0,96.0
4916,61454.0,2019-04-17,5.2,13.1,172.0,84.0
1997,61404.0,2019-08-28,0.0,20.1,151.0,83.0
4033,61418.0,2019-11-05,,16.0,,118.0
6155,61482.0,2019-02-18,1.1,10.5,87.0,64.0
3054,61437.0,2020-05-11,0.0,16.0,79.0,36.0
1248,61466.0,2019-10-31,0.0,20.0,87.0,239.0
2192,61418.0,2019-11-08,0.0,13.0,,118.0
2712,61446.0,2020-02-26,0.0,11.9,62.0,68.0
992,61436.0,nan,0.0,14.3,87.0,64.0
2190,61448.4,2019-11-08,0.0,13.0,86.0,118.0
4670,61536.0,2020-04-29,1.5,,28.0,71.0
5142,61468.0,2019-06-11,0.0,16.0,144.0,85.0
3762,61406.0,2019-05-14,0.0,23.6,230.0,96.0
3597,61387.0,2019-04-11,0.0,12.7,172.0,84.0
4711,61388.0,2020-05-06,0.0,17.0,79.0,36.0
1318,61449.0,2019-09-26,0.0,18.2,85.0,85.0
1863,61451.0,2019-08-23,0.0,26.0,151.0,83.0
2343,61527.0,2019-11-26,0.0,17.0,86.0,118.0
2449,61489.0,2019-11-30,0.0,16.0,86.0,118.0
2136,61435.0,nan,0.0,16.0,86.0,118.0
1065,61439.0,2019-08-27,0.0,19.5,151.0,83.0
6224,61420.0,2020-03-02,0.9,13.7,82.0,74.0
4227,61389.0,nan,0.0,10.0,36.0,
2621,61480.0,2020-01-24,3.6,9.7,32.0,101.0
77,61405.0,2019-03-29,0.0,15.2,165.0,100.0
2898,61514.0,2020-02-28,0.0,12.6,62.0,68.0
4820,61483.0,2019-02-08,0.0,11.9,87.0,64.0
1314,61535.0,2019-12-13,0.0,15.0,36.0,89.0
5471,61449.0,2019-09-25,0.0,17.7,,85.0
872,61467.0,2019-11-22,0.0,16.0,86.0,118.0
3850,61468.0,nan,0.0,20.8,230.0,96.0
6002,61406.0,2020-04-03,0.0,14.0,28.0,71.0
2965,61392.0,2020-03-25,0.0,14.6,82.0,74.0
3391,61480.0,2019-03-06,11.8,12.1,165.0,100.0
2560,61407.0,2020-01-15,0.1,14.8,32.0,101.0
6147,61529.0,2019-02-11,0.0,11.3,87.0,64.0
2635,61534.0,2020-01-24,3.6,9.7,32.0,
5256,61438.0,2019-06-19,0.6,18.1,144.0,85.0
3530,61500.0,2019-03-18,0.0,13.0,165.0,100.0
375,61532.0,2019-09-30,0.0,19.5,85.0,85.0
1908,61533.0,2019-08-23,0.0,26.0,151.0,83.0
4429,61437.0,2020-02-21,0.0,15.0,62.0,68.0
5422,61442.0,2019-09-18,0.0,19.0,85.0,85.0
5480,61514.0,2019-09-25,0.0,17.7,85.0,85.0
4027,61490.0,2019-11-05,0.0,16.0,86.0,118.0
1604,53417.0,2019-03-12,0.0,13.0,165.0,100.0
1118,57594.6,2019-03-20,0.0,14.5,165.0,100.0
3677,61490.0,2019-05-08,6.0,14.6,230.0,
3490,61466.0,2019-03-11,0.0,15.0,165.0,100.0
6103,61468.0,2020-03-26,0.0,12.4,82.0,74.0
2958,61533.0,2020-03-09,0.0,,82.0,74.0
1994,61396.0,2019-08-28,0.0,20.1,151.0,83.0
6219,61458.0,2020-03-02,0.9,13.7,82.0,74.0
5446,61455.0,2019-09-25,0.0,17.7,85.0,85.0
2376,61471.6,2019-11-27,0.0,15.0,86.0,118.0
1342,43223.0,2019-09-26,0.0,18.2,85.0,85.0
320,61457.0,2019-09-30,0.0,19.5,85.0,85.0
1619,61541.0,2019-06-27,0.0,18.5,144.0,85.0
3713,61438.0,nan,0.2,16.2,230.0,96.0
2060,61385.0,2019-09-12,0.0,24.7,85.0,85.0
2219,61400.0,2019-11-13,0.0,16.0,86.0,118.0
1673,61447.0,2020-01-31,7.3,14.4,32.0,101.0
260,61435.0,2019-06-28,0.0,19.7,,85.0
6010,61512.0,2020-04-03,0.0,14.0,28.0,71.0
2039,61469.0,2019-08-28,0.0,20.1,151.0,83.0
4785,61435.0,2019-01-28,0.0,11.5,55.0,97.0
901,61457.0,2019-08-30,0.0,22.2,151.0,83.0
3744,61388.0,2019-05-10,0.2,16.2,230.0,96.0
2026,61501.6,nan,0.0,20.1,151.0,83.0
4234,61483.0,2019-12-09,0.0,14.0,36.0,89.0
1917,61529.0,2019-08-26,0.0,20.4,151.0,83.0
1828,61417.0,2019-12-11,0.0,12.0,36.0,89.0
1573,61438.0,2019-06-26,0.5,,144.0,85.0
4415,61434.0,2020-02-21,0.0,15.0,62.0,68.0
4749,61516.0,2020-05-13,0.0,14.0,79.0,36.0
5500,61436.0,2019-11-04,0.0,,86.0,118.0
4654,61421.0,2020-04-29,1.5,14.5,28.0,71.0
4208,61386.0,2019-12-04,0.0,10.0,36.0,89.0
4627,61441.4,2020-04-28,0.0,14.4,,71.0
224,61456.0,2019-06-28,0.0,19.7,144.0,85.0
723,61456.0,2020-03-10,0.0,15.6,82.0,74.0
5624,61519.0,2020-01-29,0.0,13.7,32.0,101.0
1141,61450.0,2019-04-10,1.2,12.5,172.0,
2762,61418.0,2020-02-26,0.0,11.9,62.0,
846,61469.0,2020-05-14,0.0,14.0,79.0,36.0
4289,61441.0,2019-12-19,0.0,16.0,36.0,89.0
5042,61434.0,2019-05-22,0.0,17.4,230.0,96.0
2551,61488.0,2020-01-15,0.1,14.8,32.0,101.0
2928,61478.0,2020-03-09,,13.5,82.0,74.0
117,61395.0,2019-03-29,0.0,15.2,165.0,100.0
645,61437.0,2020-01-10,0.0,10.7,32.0,101.0
3,43522.0,2019-03-29,0.0,15.2,165.0,100.0
4170,61469.0,2019-11-29,0.0,,86.0,118.0
467,61535.0,2019-06-04,1.8,16.8,144.0,85.0
5,61425.0,2019-03-29,,15.2,165.0,100.0
919,61432.0,2019-08-30,0.0,22.2,151.0,83.0
2595,61489.0,2020-01-24,3.6,9.7,32.0,101.0
4324,61461.8,2020-01-23,0.1,8.9,32.0,101.0
1063,61406.0,2019-08-27,0.0,19.5,151.0,83.0
2590,61450.0,nan,3.6,9.7,32.0,101.0
242,61458.0,nan,0.0,19.7,144.0,85.0
5453,61388.0,2019-09-25,0.0,17.7,85.0,85.0
1160,61491.0,2019-04-10,1.2,12.5,172.0,84.0
2870,61446.0,2020-02-28,0.0,12.6,62.0,68.0
3735,61534.0,2019-05-10,0.2,16.2,230.0,96.0
2397,61530.0,nan,0.0,15.0,86.0,118.0
3517,61422.0,2019-03-18,0.0,13.0,165.0,100.0
3421,61400.0,2019-03-07,20.1,11.4,165.0,100.0
2563,61441.0,2020-01-15,,14.8,32.0,101.0
1605,53240.0,2019-03-12,0.0,13.0,165.0,100.0
6050,61459.0,2020-05-04,0.0,19.0,79.0,36.0
2324,61512.0,2019-11-26,0.0,17.0,86.0,118.0
2709,61480.0,2020-01-28,0.8,14.0,32.0,101.0
5506,61389.0,2019-12-20,15.8,14.9,36.0,89.0
1312,61515.0,2019-12-13,0.0,15.0,36.0,89.0
3448,61386.0,2019-03-08,0.0,12.5,165.0,100.0
3812,61458.0,2019-05-15,0.0,20.8,230.0,96.0
5835,61417.0,2019-12-26,0.0,13.0,36.0,89.0
2362,61447.0,nan,0.0,15.0,86.0,118.0
1975,61514.0,2019-08-26,,20.4,151.0,83.0
3514,61396.0,2019-03-18,0.0,13.0,165.0,100.0
1761,61282.0,2019-12-10,0.0,10.0,36.0,89.0
2739,61457.0,2020-02-26,,11.9,62.0,
5843,61493.0,2019-12-26,0.0,13.0,36.0,89.0
2472,61486.0,2019-12-05,0.0,13.0,36.0,89.0
4007,61450.0,2019-11-05,0.0,16.0,86.0,118.0
4718,61437.0,2020-05-06,0.0,17.0,79.0,36.0
1493,61516.0,2019-10-30,0.0,19.0,87.0,239.0
4206,61495.0,2019-12-04,0.0,10.0,36.0,89.0
2158,61404.0,2019-11-08,0.0,13.0,86.0,118.0
1169,61388.0,2019-04-10,1.2,12.5,172.0,84.0
5664,61519.0,2020-02-05,0.0,13.9,62.0,68.0
232,61282.0,2019-06-28,0.0,19.7,144.0,85.0
66,61523.0,2019-03-29,0.0,15.2,165.0,100.0
1603,61446.6,2019-03-12,0.0,13.0,165.0,100.0
3283,61396.0,2019-02-15,0.0,12.7,87.0,64.0
3596,61434.0,2019-04-11,0.0,12.7,172.0,84.0
4632,61535.0,2020-04-28,0.0,14.4,28.0,71.0
125,61419.0,2019-03-29,0.0,15.2,165.0,100.0
5350,61437.0,2019-09-06,0.0,24.9,85.0,85.0
1296,42336.0,2019-12-13,0.0,15.0,,89.0
1976,61417.0,2019-08-26,0.0,20.4,151.0,83.0
5665,61520.0,2020-02-05,0.0,13.9,62.0,68.0
5619,61468.0,2020-01-29,0.0,13.7,32.0,101.0
2075,61481.8,2019-09-12,0.0,24.7,85.0,85.0
4580,61470.0,2020-04-21,2.1,13.2,28.0,71.0
5927,61479.0,2020-03-04,0.0,15.1,82.0,74.0
3086,61422.0,2019-01-23,0.1,12.0,55.0,97.0
5436,61515.0,2019-09-18,0.0,19.0,85.0,85.0
3345,61533.0,2019-02-19,0.0,11.7,87.0,64.0
5599,61395.0,2020-01-14,0.8,12.2,32.0,101.0
2797,61457.0,2020-02-27,0.0,13.6,62.0,68.0
918,61431.0,2019-08-30,0.0,22.2,151.0,83.0
1646,61407.0,2020-02-12,0.0,12.8,,68.0
5122,61535.0,2019-06-06,3.4,14.7,144.0,85.0
5126,61447.0,2019-06-11,0.0,16.0,144.0,85.0
4978,61407.0,2019-04-24,6.4,13.3,172.0,84.0
4621,61418.0,2020-04-28,0.0,14.4,,71.0
364,61624.0,2019-09-30,0.0,19.5,85.0,85.0
3287,61433.0,2019-02-15,0.0,12.7,87.0,64.0
2125,61389.0,2019-11-06,0.0,16.0,86.0,118.0
4123,61389.0,nan,0.0,16.0,86.0,118.0
4569,61460.0,2020-04-21,2.1,13.2,28.0,71.0
525,61450.0,2019-09-27,0.0,18.6,85.0,85.0
4821,61491.0,2019-02-08,0.0,11.9,87.0,64.0
55,61394.0,2019-03-29,0.0,15.2,165.0,100.0
638,61533.0,2020-01-10,0.0,10.7,32.0,101.0
302,61502.0,2019-09-30,0.0,19.5,85.0,85.0
2766,61535.0,2020-02-26,0.0,11.9,62.0,68.0
1276,61420.0,2019-11-21,0.0,14.0,86.0,118.0
4720,61513.0,2020-05-06,0.0,17.0,79.0,36.0
2055,61449.0,2019-09-12,0.0,24.7,85.0,85.0
5376,61437.0,2019-09-11,0.0,20.4,85.0,85.0
5145,61533.0,2019-06-11,0.0,16.0,144.0,85.0
4432,61533.0,2020-02-21,0.0,15.0,62.0,68.0
3644,61535.0,2019-04-18,1.5,13.5,172.0,84.0
4143,61489.0,2019-11-29,0.0,17.0,86.0,118.0
2878,61482.0,2020-02-28,0.0,12.6,62.0,68.0
4202,61467.0,2019-11-29,0.0,17.0,86.0,118.0
5175,61512.0,2019-06-12,0.0,15.5,144.0,85.0
2286,61466.0,2019-11-14,0.0,13.0,,118.0
2261,61532.0,2019-11-13,0.0,16.0,86.0,118.0
5240,61436.0,2019-06-18,1.4,17.3,144.0,85.0
2296,61438.0,2019-11-14,0.0,13.0,,118.0
1753,61466.0,2019-12-10,0.0,10.0,36.0,89.0
5197,61388.0,2019-06-12,0.0,,144.0,85.0
1968,61419.0,nan,0.0,20.4,151.0,83.0
5938,61396.0,2020-03-04,0.0,15.1,82.0,74.0
3117,61490.6,2019-01-30,4.9,11.9,55.0,97.0
2393,61573.0,2019-11-27,0.0,15.0,86.0,118.0
523,7494.0,2019-06-07,0.0,15.1,144.0,85.0
3900,61468.0,nan,0.0,14.7,230.0,96.0
5848,61388.0,2019-12-26,0.0,13.0,,89.0
4699,61418.0,2020-05-06,0.0,17.0,79.0,36.0
6089,61535.0,2019-12-06,0.0,13.0,36.0,89.0
3122,61513.0,2019-01-30,4.9,11.9,55.0,97.0
4156,61479.0,2019-11-29,0.0,17.0,86.0,118.0
1969,61438.0,2019-08-26,,20.4,151.0,83.0
671,61500.0,2020-01-30,5.1,13.4,,101.0
4188,61389.0,nan,0.0,17.0,86.0,118.0
666,61447.0,2020-01-30,5.1,13.4,32.0,101.0
5428,61562.0,2019-09-18,0.0,19.0,85.0,85.0
1887,61386.0,2019-08-23,0.0,26.0,151.0,83.0
3266,61436.0,2019-02-07,0.0,11.8,87.0,
280,61611.0,2019-09-30,0.0,19.5,85.0,85.0
1719,61467.0,2020-01-31,7.3,14.4,32.0,101.0
2947,61465.0,2020-03-09,,13.5,82.0,74.0
4455,61434.0,2020-03-27,0.0,12.3,82.0,74.0
899,61455.0,2019-08-30,0.0,22.2,151.0,
6081,61513.0,2020-05-07,,19.0,79.0,36.0
760,61447.8,2020-03-31,0.1,8.4,82.0,
1906,61466.0,2019-08-23,0.0,26.0,151.0,
4042,61388.0,2019-11-05,0.0,16.0,86.0,118.0
3823,61488.0,2019-05-15,0.0,20.8,230.0,96.0
4138,61531.0,2019-11-29,0.0,17.0,86.0,118.0
3818,61551.0,2019-05-15,0.0,20.8,230.0,96.0
4300,61516.0,2019-12-19,0.0,16.0,36.0,89.0
2593,61469.0,2020-01-24,3.6,9.7,32.0,101.0
4164,61516.0,2019-11-29,0.0,17.0,86.0,118.0
3031,61447.0,2020-05-11,0.0,16.0,79.0,36.0
3579,61458.0,2019-04-11,0.0,12.7,172.0,
2832,61479.4,2020-02-28,0.0,12.6,62.0,68.0
3472,61467.0,2019-03-08,0.0,12.5,165.0,100.0
137,61435.0,2019-03-29,0.0,15.2,165.0,100.0
4892,61387.0,2019-03-22,0.0,14.7,165.0,100.0
2180,61448.0,2019-11-08,0.0,13.0,86.0,118.0
2128,61516.0,2019-11-06,0.0,16.0,86.0,118.0
3177,61516.0,2019-01-31,13.5,12.8,55.0,97.0
4854,61513.0,2019-03-15,0.0,15.4,165.0,100.0
4637,61514.0,2020-04-28,0.0,14.4,28.0,71.0
5115,61388.0,2019-06-06,3.4,14.7,144.0,85.0
6174,61532.0,2019-02-18,1.1,10.5,87.0,64.0
4261,61513.0,2019-12-09,,14.0,36.0,89.0
4344,61418.0,2020-01-27,2.7,13.4,32.0,101.0
1331,61438.0,2019-09-26,0.0,18.2,85.0,
2017,61439.0,2019-08-28,0.0,20.1,151.0,83.0
4542,61489.0,2020-04-20,8.1,12.9,28.0,71.0
2482,61447.0,2019-12-05,0.0,13.0,36.0,89.0
1358,61461.0,2019-08-22,0.0,25.9,151.0,83.0
1329,61422.0,2019-09-26,0.0,18.2,85.0,85.0
6182,61500.0,2019-02-25,0.0,15.2,87.0,64.0
2150,61491.0,2019-11-08,,13.0,86.0,118.0
4530,61468.0,2020-04-17,2.2,14.7,28.0,71.0
2122,61440.0,2019-11-06,0.0,16.0,86.0,118.0
4673,61386.0,2020-04-29,1.5,14.5,28.0,71.0
3981,61534.0,2019-08-29,0.0,,151.0,83.0
1252,53240.0,2019-10-31,0.0,20.0,87.0,239.0
3278,61515.0,2019-02-15,0.0,12.7,87.0,64.0
3374,61458.0,2019-02-28,0.0,12.6,87.0,64.0
2814,61514.0,2020-02-27,0.0,13.6,62.0,68.0
4719,61468.0,2020-05-06,0.0,17.0,79.0,36.0
1848,61422.0,2019-08-23,0.0,26.0,151.0,83.0
4858,61387.0,2019-03-15,0.0,,165.0,100.0
3037,61460.0,2020-05-11,0.0,16.0,79.0,36.0
388,7494.0,2019-03-04,1.2,13.8,165.0,100.0
235,61436.0,2019-06-28,0.0,19.7,144.0,85.0
1077,61534.0,2019-08-27,0.0,19.5,151.0,83.0
1984,61455.0,2019-08-28,0.0,20.1,151.0,83.0
4363,61480.0,2020-01-27,2.7,13.4,32.0,101.0
3962,61431.0,2019-08-29,0.0,21.0,151.0,83.0
770,61419.0,2020-03-31,0.1,,82.0,74.0
2165,61439.0,nan,0.0,13.0,86.0,118.0
4533,61406.0,2020-04-17,2.2,14.7,28.0,71.0
673,61390.0,2020-01-30,5.1,13.4,32.0,101.0
249,61515.0,2019-06-28,0.0,,144.0,85.0
1574,61396.0,2019-06-26,0.5,18.1,144.0,85.0
3419,61386.0,2019-03-07,20.1,11.4,165.0,100.0
2081,61467.0,2019-09-12,0.0,24.7,85.0,85.0
1823,61483.0,2019-12-11,0.0,12.0,36.0,
5805,61388.0,2019-05-20,0.0,15.4,230.0,96.0
6001,61396.0,2020-04-03,0.0,14.0,28.0,71.0
4544,61517.0,2020-04-20,,12.9,28.0,71.0
716,61482.0,2020-01-30,5.1,13.4,32.0,101.0
5590,61388.0,2019-12-30,0.0,11.5,36.0,89.0
6058,61417.0,2020-05-04,0.0,19.0,79.0,36.0
2048,61514.0,2019-08-28,0.0,20.1,151.0,83.0
5264,61530.0,2019-06-19,0.6,18.1,144.0,85.0
4178,61482.0,2019-11-29,0.0,17.0,86.0,
4809,61533.0,2019-01-29,0.7,11.6,55.0,97.0
2724,61494.0,2020-02-26,0.0,11.9,62.0,68.0
5669,61418.0,2020-02-05,0.0,13.9,62.0,68.0
1460,61468.0,2019-05-17,,13.9,230.0,96.0
1668,61385.0,2020-01-31,7.3,14.4,32.0,101.0
2756,61390.0,2020-02-26,0.0,11.9,62.0,68.0
2000,61428.0,2019-08-28,0.0,20.1,151.0,83.0
4571,61535.0,2020-04-21,2.1,13.2,28.0,71.0
4613,61482.0,2020-04-28,0.0,14.4,28.0,71.0
404,61431.0,2019-05-13,0.0,25.8,230.0,96.0
384,61535.0,2019-09-30,0.0,19.5,85.0,85.0
5631,61512.0,2020-01-29,0.0,13.7,32.0,101.0
2152,61502.0,2019-11-08,0.0,13.0,86.0,118.0
1633,62040.0,2019-06-27,0.0,18.5,144.0,85.0
5749,61459.0,2020-03-24,0.0,15.0,82.0,74.0
4784,61434.0,2019-01-28,0.0,11.5,55.0,97.0
3925,61535.0,2019-05-16,0.0,14.7,230.0,96.0
5336,61534.0,2019-09-06,0.0,24.9,85.0,85.0
4158,61431.0,nan,0.0,17.0,86.0,
4948,61447.0,2019-04-17,5.2,13.1,172.0,84.0
5358,61447.0,2019-09-11,0.0,20.4,85.0,85.0
223,61438.0,2019-06-28,0.0,19.7,144.0,85.0
2193,61419.0,2019-11-08,0.0,,86.0,118.0
3136,61452.0,2019-01-31,13.5,12.8,55.0,97.0
4469,61405.0,2020-03-27,0.0,12.3,82.0,74.0
1824,61451.6,2019-12-11,0.0,12.0,36.0,89.0
5764,61435.0,2020-03-24,0.0,15.0,82.0,74.0
5124,61387.0,2019-06-06,3.4,,144.0,85.0
4972,61466.0,2019-04-24,6.4,13.3,172.0,84.0
797,61451.0,2020-04-30,0.1,15.4,28.0,71.0
2871,61511.0,2020-02-28,0.0,12.6,62.0,
9,61442.2,nan,0.0,15.2,165.0,100.0
1944,61492.0,2019-08-26,0.0,20.4,151.0,83.0
1838,61483.0,2019-08-23,0.0,26.0,151.0,83.0
4804,61489.0,2019-01-29,0.7,11.6,55.0,97.0
255,61573.0,2019-06-28,0.0,19.7,144.0,85.0
4485,61400.0,2020-03-27,0.0,12.3,82.0,74.0
5651,61532.0,2020-01-29,0.0,13.7,32.0,101.0
1581,61535.0,2019-06-26,0.5,18.1,144.0,85.0
2956,61513.0,2020-03-09,0.0,13.5,82.0,74.0
924,61462.0,2019-08-30,0.0,22.2,151.0,
5552,61529.0,2019-12-20,15.8,14.9,,89.0
2508,61402.2,2019-12-18,0.0,16.0,36.0,89.0
5024,61460.0,2019-05-22,0.0,17.4,230.0,96.0
5320,61491.0,2019-09-06,0.0,24.9,85.0,85.0
3775,61458.0,2019-05-14,0.0,23.6,230.0,96.0
4835,61440.0,2019-02-12,0.0,12.6,,64.0
4136,61502.0,2019-11-29,0.0,17.0,86.0,118.0
4964,61535.0,2019-04-24,6.4,13.3,172.0,84.0
2779,61396.0,2020-02-27,0.0,13.6,62.0,
539,61430.0,2019-09-27,0.0,,85.0,85.0
2745,61468.0,2020-02-26,,11.9,62.0,68.0
5638,61533.0,2020-01-29,0.0,13.7,32.0,101.0
5728,61512.0,2020-03-16,0.0,10.9,82.0,74.0
5467,61512.0,2019-09-25,0.0,17.7,85.0,85.0
1145,61461.0,2019-04-10,1.2,12.5,172.0,84.0
5127,61449.0,2019-06-11,0.0,16.0,144.0,85.0
4468,61536.0,2020-03-27,0.0,12.3,82.0,74.0
667,61462.0,2020-01-30,5.1,,32.0,101.0
3019,61483.0,2020-05-11,0.0,16.0,79.0,36.0
357,61469.0,2019-09-30,0.0,19.5,85.0,85.0
5063,61389.0,2019-05-24,0.0,16.7,230.0,96.0
2831,61495.0,2020-02-28,0.0,12.6,62.0,68.0
2783,61451.0,2020-02-27,0.0,13.6,62.0,68.0
1353,61437.0,2019-09-26,0.0,18.2,85.0,85.0
5131,61483.4,2019-06-11,0.0,16.0,144.0,85.0
470,61145.0,2019-06-04,1.8,16.8,144.0,85.0
2703,61514.0,2020-01-28,0.8,14.0,32.0,101.0
3330,61421.0,2019-02-19,0.0,11.7,87.0,64.0
3637,61449.0,2019-04-18,1.5,13.5,172.0,84.0
1396,61417.0,2019-08-22,0.0,25.9,151.0,83.0
3584,61406.0,2019-04-11,0.0,12.7,172.0,84.0
5871,61449.0,2020-02-06,0.0,13.3,62.0,68.0
5262,61516.0,2019-06-19,0.6,18.1,144.0,85.0
3376,61434.0,2019-02-28,0.0,12.6,87.0,64.0
1256,61451.0,2019-11-21,0.0,14.0,86.0,118.0
3512,61386.0,2019-03-18,0.0,13.0,165.0,100.0
1250,61514.0,2019-10-31,0.0,20.0,87.0,239.0
5348,61466.0,nan,0.0,24.9,85.0,85.0
6027,61533.0,2020-04-27,0.6,13.9,28.0,71.0
4298,61468.0,2019-12-19,0.0,16.0,36.0,89.0
3284,61404.0,2019-02-15,0.0,12.7,87.0,
2933,61390.0,2020-03-09,0.0,13.5,82.0,74.0
4175,61438.0,2019-11-29,0.0,17.0,86.0,118.0
5268,61394.0,2019-06-19,0.6,18.1,144.0,85.0
4910,61436.0,nan,0.0,14.7,165.0,100.0
1852,61440.0,2019-08-23,0.0,,151.0,
5868,61513.0,2020-02-06,0.0,13.3,,68.0
6109,61482.0,2020-03-26,0.0,12.4,82.0,74.0
2105,61451.6,2019-11-06,0.0,16.0,86.0,118.0
133,61630.0,2019-03-29,0.0,15.2,165.0,100.0
5236,61469.0,2019-06-18,1.4,17.3,,85.0
5029,61483.0,2019-05-22,0.0,17.4,230.0,96.0
928,61479.0,2019-08-30,0.0,22.2,151.0,83.0
823,61387.0,2020-04-30,0.1,15.4,28.0,71.0
5698,61405.0,2020-03-05,0.9,13.4,82.0,74.0
1531,44556.0,2019-12-27,0.0,12.8,36.0,89.0
1214,57635.2,2019-09-02,0.0,23.0,85.0,85.0
504,61515.0,2019-06-07,0.0,15.1,144.0,85.0
4285,61566.0,2019-12-19,0.0,16.0,36.0,89.0
1996,61401.0,2019-08-28,0.0,20.1,151.0,83.0
3072,61467.0,2019-01-23,0.1,12.0,55.0,97.0
1958,61450.0,2019-08-26,0.0,20.4,151.0,83.0
1384,61490.0,2019-08-22,0.0,25.9,151.0,83.0
894,61466.0,2019-11-22,0.0,16.0,86.0,118.0
4924,61505.0,2019-04-17,5.2,13.1,172.0,
455,61417.0,2019-05-13,0.0,25.8,230.0,96.0
5813,61444.6,2019-10-29,0.0,19.0,,239.0
3709,61469.0,2019-05-10,0.2,16.2,230.0,
5788,61421.0,2019-03-14,0.0,,165.0,100.0
4849,61407.0,2019-03-15,0.0,15.4,165.0,100.0
4748,61513.0,2020-05-13,0.0,14.0,79.0,36.0
4268,61435.0,2019-12-19,0.0,16.0,36.0,89.0
3522,61462.0,2019-03-18,0.0,13.0,165.0,100.0
4134,61430.0,2019-11-29,0.0,17.0,,118.0
3602,61434.4,2019-04-11,0.0,12.7,172.0,
713,61387.0,2020-01-30,,13.4,32.0,101.0
4186,61418.0,2019-11-29,0.0,17.0,86.0,118.0
2214,61505.0,2019-11-13,0.0,16.0,86.0,118.0
5301,61483.0,2019-06-24,1.2,17.9,,85.0
