,white_king_col,white_king_row,white_rook_col,white_rook_row,black_king_col,black_king_row
21856,b,1,e,8,e,1
16456,d,3,f,8,a,5
14210,c,2,a,4,f,7
7843,d,3,g,1,d,7
12640,d,3,e,2,g,5
14052,c,1,f,3,b,8
13031,d,4,d,2,g,5
27584,d,1,f,8,f,5
21485,b,1,b,3,f,8
6764,b,2,a,3,d,1
10793,b,2,g,4,e,3
1125,c,2,a,2,a,1
17625,b,2,b,7,a,5
27693,a,1,b,7,c,4
18733,c,2,c,8,g,5
11543,c,3,e,8,h,5
22986,c,1,c,3,e,7
23164,c,1,e,3,e,5
4358,d,3,e,6,h,1
14114,c,1,g,7,g,1
17727,b,2,e,2,g,5
28036,b,1,f,7,f,5
21400,b,1,a,5,e,5
7421,d,1,g,2,b,4
25016,d,1,g,7,a,3
6652,b,1,b,5,g,1
17484,b,1,h,2,a,3
9160,c,3,c,5,a,3
25225,d,1,h,8,c,3
23711,c,2,b,2,d,5
7622,d,3,c,1,b,5
987,c,1,f,3,a,4
16014,d,3,a,2,e,5
2852,c,2,e,5,g,1
11695,d,1,c,5,b,6
8853,c,2,a,7,g,2
16336,d,3,d,2,g,6
14996,c,3,e,1,f,4
17014,b,1,a,5,f,6
17633,b,2,c,1,g,3
19563,d,1,b,8,a,8
16866,a,1,f,1,g,3
9654,d,2,f,8,a,4
3040,c,3,e,4,b,1
16035,d,3,a,3,f,4
5010,d,3,g,6,a,3
26264,b,1,d,2,d,5
23384,c,1,g,3,d,7
3273,d,2,c,3,a,1
7227,c,3,a,5,d,1
3683,d,3,a,2,d,1
23058,c,1,c,8,g,8
6807,b,2,c,6,f,1
12337,d,3,a,2,h,7
22083,b,1,h,3,e,8
1316,c,2,f,2,g,3
3225,d,4,f,2,g,1
17456,b,1,g,6,b,7
21199,a,1,f,8,d,1
25833,a,1,e,6,h,5
9852,d,3,e,3,h,4
5752,d,1,e,7,b,2
10617,b,1,f,8,c,5
16393,d,3,f,1,f,7
4616,c,2,b,3,e,1
19481,d,1,a,5,a,3
27275,c,1,g,8,b,5
23253,c,1,f,1,a,7
1300,c,2,e,7,b,7
23669,c,1,h,8,b,4
15222,d,1,c,8,h,3
22668,c,1,a,2,f,4
27345,d,1,b,3,a,4
13673,b,2,e,6,h,2
9900,d,3,e,7,h,7
5495,c,2,c,5,e,1
21675,b,1,d,1,h,7
9600,d,2,f,2,h,8
1798,d,1,e,3,f,2
12149,d,2,e,3,c,8
9667,d,2,g,5,g,2
21587,b,1,c,2,a,8
24611,d,1,d,2,a,6
21431,b,1,a,7,h,7
6441,d,4,f,2,h,7
8636,b,2,c,8,e,1
24489,d,1,c,1,f,8
15600,d,2,b,6,c,8
18743,c,2,d,1,g,6
27205,c,1,g,1,e,6
3654,d,2,g,4,a,2
7052,c,2,c,7,a,3
15945,d,2,h,5,d,4
11371,c,2,h,4,a,4
15710,d,2,d,8,g,6
1286,c,2,e,6,d,5
19914,d,1,h,5,d,3
20829,d,2,h,7,d,4
2137,d,2,d,8,a,7
23171,c,1,e,3,e,5
10828,c,1,b,7,d,8
12208,d,2,f,3,b,5
12289,d,2,h,4,g,8
9873,d,3,e,4,h,6
21923,b,1,f,7,b,4
16489,d,3,g,1,a,8
23695,c,2,a,7,a,5
13467,b,1,f,4,c,7
6894,c,1,a,7,f,1
9884,d,3,e,5,c,6
3610,d,2,e,1,b,2
24948,d,1,g,3,a,7
7151,c,2,f,4,f,2
17347,b,1,f,1,b,5
6012,d,3,b,7,a,2
13645,b,2,d,5,h,5
14113,c,1,g,7,f,1
4882,d,3,c,4,f,2
16524,d,3,g,3,e,5
13076,d,4,e,6,g,6
12611,d,3,e,1,e,6
12046,d,2,d,4,f,8
4146,d,2,b,6,b,2
8906,c,2,c,7,d,8
23320,c,1,f,5,f,8
6542,d,4,g,6,f,1
21627,b,1,c,5,a,1
4431,d,3,h,5,a,2
25689,a,1,c,7,h,7
406,b,1,e,6,b,5
24596,d,1,c,8,g,6
25580,a,1,b,1,f,3
25707,a,1,d,1,f,6
13178,a,1,a,8,d,1
16173,d,3,b,6,b,4
21829,b,1,e,7,b,6
25519,a,1,a,3,g,5
8234,d,4,f,3,h,8
11022,c,1,f,8,h,5
14051,c,1,f,2,c,4
11563,c,3,f,5,e,3
11556,c,3,f,3,h,5
20783,d,2,h,4,b,4
16353,d,3,d,8,b,6
21636,b,1,c,5,g,6
11,a,1,c,3,g,3
4760,d,2,b,1,b,4
1177,c,2,b,7,a,8
10693,b,2,c,1,g,2
2863,c,2,g,3,a,2
6471,d,4,f,5,h,7
22612,c,1,a,1,h,5
9218,c,3,f,1,d,1
12040,d,2,d,3,h,5
2989,c,2,g,5,a,2
25537,a,1,a,6,f,4
23501,c,1,h,1,g,3
11207,c,2,e,2,h,8
7010,c,2,a,4,a,3
11530,c,3,e,7,f,4
14437,c,2,e,1,a,5
22443,b,2,e,6,d,3
8927,c,2,d,3,h,6
12592,d,3,d,6,a,8
17824,b,2,h,6,f,2
27706,a,1,c,2,f,4
2875,c,2,h,7,a,1
12178,d,2,e,6,a,5
9108,c,3,b,1,a,1
2190,d,2,f,4,e,5
26355,b,1,e,6,b,6
23616,c,1,h,6,a,3
3726,d,3,c,2,f,1
19156,c,2,h,5,b,4
16838,a,1,d,7,c,1
9013,c,2,f,7,e,1
8189,d,4,e,5,g,2
1367,c,2,g,1,h,2
3712,d,3,b,2,f,1
5450,c,2,b,5,g,1
17772,b,2,e,8,f,5
25426,d,2,f,6,f,4
15638,d,2,c,6,b,8
1000,c,1,f,5,a,5
7761,d,3,e,4,f,8
3553,d,1,h,1,b,1
4114,d,2,a,8,b,1
1667,d,1,b,3,a,3
3173,c,3,g,2,b,1
15740,d,2,e,2,f,6
27227,c,1,g,3,e,5
488,b,1,g,2,e,1
19614,d,1,d,4,d,7
20212,d,2,b,7,d,4
26140,b,1,c,1,c,4
12975,d,4,b,8,g,4
21592,b,1,c,2,g,8
7848,d,3,g,3,a,7
5704,d,1,a,6,h,2
27564,d,1,f,7,b,4
8133,d,4,d,6,h,5
17087,b,1,c,2,h,4
5105,d,4,e,5,h,1
26497,b,1,g,3,b,3
3291,d,2,e,1,f,1
8125,d,4,d,6,c,1
11865,d,1,f,8,g,3
13380,b,1,d,8,a,8
9519,d,2,d,4,b,4
27551,d,1,f,6,h,6
13965,c,1,d,8,a,3
14287,c,2,b,5,a,8
13598,b,2,b,5,f,2
26680,b,1,h,8,h,5
21293,b,1,a,1,h,5
4440,d,4,a,2,c,1
10055,d,3,h,8,a,4
17370,b,1,f,3,d,6
27372,d,1,b,7,d,5
27000,c,1,c,8,f,7
27214,c,1,g,2,a,5
24089,c,2,h,8,a,5
15504,d,1,h,8,b,3
22641,c,1,a,1,a,7
22473,b,2,f,1,h,5
15577,d,2,b,3,b,6
5238,b,2,a,3,d,1
14646,c,2,f,8,a,4
15552,d,2,a,6,c,7
17582,b,2,a,7,f,3
12373,d,3,a,5,a,7
26757,b,2,f,6,f,2
13669,b,2,e,6,f,1
7519,d,2,f,4,a,5
23196,c,1,e,5,b,3
9991,d,3,g,3,b,8
9206,c,3,e,5,g,2
24704,d,1,e,2,d,4
9556,d,2,e,5,f,2
10225,d,4,f,2,g,4
23559,c,1,h,3,e,8
4470,d,4,f,4,b,1
17275,b,1,e,4,f,4
10985,c,1,f,3,c,7
1969,d,1,h,5,g,6
12595,d,3,d,7,h,5
5757,d,1,f,4,a,2
22911,c,1,b,4,h,6
6294,d,4,b,5,d,2
12115,d,2,e,2,d,5
13605,b,2,b,6,f,2
7595,d,3,b,4,e,8
9110,c,3,b,1,g,2
3249,d,1,e,3,b,2
6570,d,4,h,3,e,2
6638,b,1,a,6,b,1
23735,c,2,b,6,e,6
21726,b,1,d,8,f,7
15398,d,1,f,5,b,3
23857,c,2,d,3,h,5
12504,d,3,c,4,b,8
125,a,1,g,2,e,3
16170,d,3,b,4,f,5
5370,c,1,g,2,b,6
1239,c,2,d,6,d,5
2289,d,2,h,2,f,1
19124,c,2,h,3,a,6
8467,b,1,c,5,a,1
20969,a,1,a,5,h,7
25611,a,1,b,5,d,2
1229,c,2,d,5,c,5
9200,c,3,d,8,f,2
6980,c,1,g,5,h,2
5178,a,1,d,2,f,1
10724,b,2,d,6,e,1
20677,d,2,g,7,b,6
1058,c,1,g,5,b,4
6262,d,4,a,6,h,1
15360,d,1,e,7,f,3
281,b,1,c,4,d,5
25619,a,1,b,6,c,2
14846,c,3,b,2,a,3
968,c,1,e,8,a,8
16001,d,3,a,1,f,7
20337,d,2,c,5,e,7
1939,d,1,g,7,g,6
27696,a,1,b,7,f,5
17658,b,2,c,6,g,3
619,b,2,e,4,g,4
18309,c,1,h,3,a,3
1742,d,1,c,7,b,8
17774,b,2,e,8,h,4
18587,c,2,b,3,g,7
14135,c,1,h,2,b,7
9847,d,3,e,3,d,8
3568,d,2,a,3,h,2
15563,d,2,a,8,d,4
6116,d,3,d,6,h,5
28015,b,1,f,3,d,5
22436,b,2,e,5,d,3
3178,c,3,h,3,f,1
19576,d,1,c,5,c,7
9499,d,2,c,8,h,5
6099,d,3,d,4,a,7
23413,c,1,g,5,f,3
16959,a,1,h,6,f,1
10552,b,1,d,5,h,4
23040,c,1,c,5,a,8
23499,c,1,h,1,g,7
13994,c,1,e,1,h,5
26375,b,1,f,1,c,4
15635,d,2,c,6,e,7
6276,d,4,a,8,d,1
9472,d,2,c,5,g,3
26629,b,1,h,3,h,5
13149,d,4,h,8,f,4
11083,c,2,a,5,f,4
22281,b,2,b,6,g,6
5724,d,1,b,7,a,5
10831,c,1,c,4,a,2
16653,d,3,h,6,f,5
629,b,2,f,1,f,2
11970,d,2,b,3,b,6
19465,d,1,a,3,h,6
19850,d,1,g,5,d,5
6430,d,4,f,1,g,1
3374,d,3,b,5,b,2
23446,c,1,g,7,b,6
12588,d,3,d,5,g,7
28028,b,1,f,6,e,5
21927,b,1,f,8,b,6
13760,b,2,g,5,g,1
10238,d,4,f,7,g,5
20740,d,2,h,2,d,7
2113,d,2,d,5,d,6
24603,d,1,d,2,b,3
3216,d,3,e,2,b,1
13125,d,4,h,2,g,4
3814,d,3,f,7,d,1
8321,a,1,a,5,g,1
3155,c,3,c,2,b,1
14296,c,2,b,5,h,6
2278,d,2,g,8,b,7
4599,c,2,a,3,h,1
13,a,1,c,4,h,3
1646,d,1,a,6,b,5
17909,c,1,a,8,d,6
2365,d,3,b,3,a,2
4648,c,2,e,3,a,1
12197,d,2,e,8,h,6
374,b,1,e,2,f,1
25935,a,1,h,2,d,4
22861,c,1,b,2,a,3
525,b,1,g,7,f,6
9131,c,3,b,6,f,1
11561,c,3,f,4,f,6
13910,c,1,d,3,a,4
12765,d,3,g,4,g,8
23279,c,1,f,3,e,7
19975,d,2,a,2,b,4
24288,d,1,a,7,f,6
19342,c,3,d,8,h,3
529,b,1,g,7,g,8
15596,d,2,b,5,a,5
20098,d,2,b,1,a,7
21116,a,1,e,1,e,3
9461,d,2,c,2,g,5
12473,d,3,b,8,a,8
17778,b,2,f,1,e,1
12201,d,2,f,1,a,6
12582,d,3,d,5,h,5
11171,c,2,d,6,h,7
27862,a,1,g,6,e,4
12003,d,2,c,4,g,4
22015,b,1,g,5,a,7
6563,d,4,h,1,c,1
4703,c,3,g,3,h,8
15282,d,1,d,7,a,3
18096,c,1,e,1,g,5
15921,d,2,h,3,b,4
27718,a,1,c,3,f,6
955,c,1,e,6,b,7
6675,b,1,c,3,e,8
3453,c,3,a,2,h,1
12803,d,3,h,1,g,7
15140,d,1,a,3,e,8
8595,b,2,a,8,f,1
2071,d,2,c,4,g,3
956,c,1,e,7,d,6
16542,d,3,g,4,e,5
14036,c,1,e,8,g,7
7005,c,2,a,3,c,8
25478,d,2,g,7,a,5
352,b,1,d,7,c,7
13518,b,1,g,7,g,1
22462,b,2,e,7,a,5
16309,d,3,d,1,h,5
6236,d,3,h,8,f,1
12732,d,3,f,5,e,7
8946,c,2,d,5,a,4
14025,c,1,e,6,g,7
26591,b,1,h,1,b,5
28023,b,1,f,6,c,5
2920,c,1,e,7,a,1
24887,d,1,f,8,a,3
15711,d,2,d,8,a,7
4644,c,2,d,5,g,3
661,b,2,f,5,g,5
16082,d,3,a,7,g,5
7057,c,2,c,7,e,4
10181,d,4,d,8,c,2
20049,d,2,a,6,c,6
24363,d,1,b,2,e,7
16690,d,3,h,8,h,7
4790,d,2,d,5,c,3
2356,d,3,b,1,g,2
11894,d,1,h,6,b,2
18311,c,1,h,3,a,5
27583,d,1,f,8,b,4
19811,d,1,f,3,a,5
25325,d,2,c,1,b,5
20022,d,2,a,4,a,5
17650,b,2,c,4,b,6
13612,b,2,b,8,b,3
1560,c,3,g,4,h,5
11787,d,1,e,6,a,2
10326,a,1,b,4,c,2
7179,c,2,g,4,f,1
15349,d,1,e,5,h,6
15313,d,1,e,1,e,5
13258,a,1,g,4,f,1
4109,d,2,a,7,b,1
24251,d,1,a,6,e,3
21288,b,1,a,1,h,7
23678,c,2,a,3,c,4
514,b,1,g,5,a,4
894,c,1,d,6,c,5
8601,b,2,b,4,g,3
16405,d,3,f,2,e,5
27973,b,1,c,6,f,3
899,c,1,d,6,d,5
207,b,1,a,4,c,5
26630,b,1,h,3,g,6
458,b,1,f,5,f,6
2430,d,3,c,8,b,8
24826,d,1,f,3,f,5
13629,b,2,c,8,f,2
25683,a,1,c,5,g,5
3389,d,3,d,2,e,1
3911,b,2,c,2,f,1
21767,b,1,e,3,d,3
25291,d,2,b,1,b,4
552,b,1,h,4,g,4
19528,d,1,b,3,a,7
6917,c,1,b,6,g,1
18440,c,2,a,3,b,6
1925,d,1,g,5,a,4
17018,b,1,a,5,g,6
6082,d,3,c,8,a,1
24892,d,1,g,1,b,4
27052,c,1,d,7,e,4
18279,c,1,g,5,b,4
25003,d,1,g,6,b,3
26044,b,1,b,2,f,3
105,a,1,f,5,f,4
3041,c,3,e,5,a,1
16369,d,3,e,4,e,5
10361,a,1,d,4,f,1
18093,c,1,e,1,g,2
89,a,1,f,3,e,4
23398,c,1,g,4,c,4
15525,d,2,a,4,c,8
10433,a,1,h,7,e,1
19558,d,1,b,6,h,3
17301,b,1,e,5,h,8
24217,d,1,a,4,d,7
14451,c,2,e,2,b,6
23116,c,1,d,7,h,5
18333,c,1,h,5,c,5
12236,d,2,g,3,a,5
14056,c,1,f,3,a,5
6368,d,4,e,1,g,2
16385,d,3,f,1,d,8
24416,d,1,b,4,a,6
22431,b,2,e,3,f,5
9127,c,3,b,5,f,3
8905,c,2,c,7,f,2
2720,d,4,g,2,h,1
16019,d,3,a,2,f,6
13621,b,2,c,2,a,8
8783,c,1,f,4,g,8
15822,d,2,e,8,d,4
27796,a,1,f,3,h,3
19501,d,1,a,5,g,8
27323,d,1,b,1,c,5
10640,b,1,h,1,c,7
9768,d,3,d,1,b,5
13399,b,1,e,2,h,2
3762,d,3,d,5,c,1
213,b,1,a,6,g,5
17162,b,1,d,6,h,5
19880,d,1,g,8,a,2
26393,b,1,f,3,b,3
18427,c,2,a,2,b,5
8920,c,2,d,2,b,6
21804,b,1,e,6,c,4
6154,d,3,e,6,g,2
8357,a,1,d,7,c,1
17773,b,2,e,8,f,6
24849,d,1,f,5,b,6
4167,d,2,c,4,g,1
20172,d,2,b,4,a,6
24970,d,1,g,4,b,6
16967,a,1,h,8,f,2
27935,a,1,h,8,d,3
28033,b,1,f,6,e,2
16500,d,3,g,2,a,5
23028,c,1,c,5,d,7
5109,d,4,f,1,g,1
27988,b,1,d,6,h,5
27736,a,1,c,6,h,5
26598,b,1,h,2,d,5
8712,c,1,a,8,h,2
1763,d,1,d,4,a,3
18259,c,1,g,3,a,4
13547,b,1,h,6,c,8
11536,c,3,e,7,h,7
15069,c,3,h,1,f,3
3224,d,4,e,2,a,1
526,b,1,g,7,h,7
24109,c,3,g,6,g,4
15251,d,1,d,3,b,5
19330,c,3,d,3,h,5
20857,d,2,h,8,d,8
12091,d,2,d,8,e,8
5655,c,3,f,4,d,1
8884,c,2,c,1,a,3
6059,d,3,c,5,g,3
17343,b,1,e,8,d,7
6342,d,4,c,8,d,2
20017,d,2,a,4,f,4
13997,c,1,e,1,a,8
17434,b,1,g,1,b,5
8782,c,1,f,4,g,7
8711,c,1,a,7,a,8
3380,d,3,b,8,b,2
3676,d,2,h,5,f,2
5776,d,1,g,5,h,3
26715,b,2,c,3,a,5
6573,d,4,h,4,b,1
21563,b,1,b,8,h,5
1607,c,3,h,5,f,6
19994,d,2,a,2,c,5
27721,a,1,c,3,g,5
23019,c,1,c,4,f,6
28052,b,1,g,7,b,6
15883,d,2,g,5,e,4
17175,b,1,d,6,f,7
8984,c,2,e,7,g,8
19440,c,3,h,7,e,4
15522,d,2,a,3,a,8
1980,d,1,h,7,d,6
11425,c,3,b,3,h,3
19982,d,2,a,2,b,6
17317,b,1,e,7,g,2
12155,d,2,e,4,h,8
12857,d,3,h,5,f,5
7424,d,1,g,5,a,8
5626,c,3,d,7,g,1
1682,d,1,b,5,a,5
16133,d,3,b,2,f,6
20563,d,2,g,1,b,7
16335,d,3,d,2,a,5
6446,d,4,f,3,c,2
20500,d,2,f,2,f,8
988,c,1,f,3,g,2
15083,c,3,h,2,h,4
11645,d,1,a,3,h,6
19280,c,3,c,2,e,2
20162,d,2,b,3,f,4
22042,b,1,g,8,g,3
11722,d,1,c,8,b,2
3093,c,3,h,5,b,1
19539,d,1,b,5,f,7
13261,a,1,g,7,d,1
13998,c,1,e,2,a,8
18207,c,1,f,1,a,7
27541,d,1,f,4,a,5
17482,b,1,h,1,h,7
10396,a,1,g,3,h,7
2844,c,2,d,4,a,3
9078,c,3,a,3,e,2
3342,d,2,g,6,a,1
16422,d,3,f,3,h,7
6540,d,4,g,6,f,1
27348,d,1,b,4,a,6
14288,c,2,b,5,e,6
25091,d,1,h,2,b,3
3356,d,2,h,4,a,1
13025,d,4,d,2,g,4
26029,b,1,a,7,g,6
11745,d,1,d,4,b,3
11801,d,1,e,8,b,1
14414,c,2,e,1,a,3
7813,d,3,f,4,g,7
27681,a,1,b,3,e,3
25482,d,2,g,7,a,7
24604,d,1,d,2,e,4
21510,b,1,b,4,g,7
2428,d,3,c,7,b,8
21427,b,1,a,7,g,7
21730,b,1,d,8,g,5
25338,d,2,c,6,f,6
11939,d,2,a,6,d,8
21195,a,1,f,7,d,1
24860,d,1,f,5,d,7
17070,b,1,b,6,d,8
4799,d,2,e,5,a,4
23821,c,2,c,8,a,5
2353,d,3,a,8,e,7
22737,c,1,a,6,a,4
16378,d,3,f,1,h,6
11383,c,2,h,6,a,7
20953,a,1,a,2,h,7
24597,d,1,c,8,b,7
19136,c,2,h,4,c,4
9077,c,3,a,3,e,2
8073,d,4,c,6,g,1
25493,d,2,g,8,d,6
14859,c,3,b,3,g,6
17424,b,1,f,8,h,8
27394,d,1,c,1,c,4
7491,d,2,d,4,f,8
17649,b,2,c,4,b,5
12771,d,3,g,5,e,7
27044,c,1,d,6,g,3
7059,c,2,c,7,g,8
13507,b,1,g,5,f,1
16661,d,3,h,6,f,4
5084,d,4,d,1,h,1
25821,a,1,e,6,e,2
2382,d,3,b,5,c,6
571,b,1,h,8,g,7
1435,c,2,h,3,a,4
13281,b,1,a,3,b,8
9439,d,2,b,7,a,8
21736,b,1,d,8,a,7
11718,d,1,c,7,a,8
14749,c,2,h,6,e,7
10706,b,2,c,6,h,7
5445,c,2,b,4,h,2
1007,c,1,f,6,a,5
4543,c,1,b,1,a,4
12987,d,4,c,2,g,5
7009,c,2,a,4,a,2
2064,d,2,b,7,a,7
1136,c,2,a,5,c,4
9882,d,3,e,5,b,8
21727,b,1,d,8,a,8
10177,d,4,d,7,f,2
294,b,1,c,6,c,7
25164,d,1,h,6,d,4
16077,d,3,a,7,h,4
18787,c,2,d,5,a,4
3998,d,1,b,1,a,1
9766,d,3,d,1,b,3
3741,d,3,c,6,h,1
11700,d,1,c,6,a,2
26981,c,1,c,7,a,6
2719,d,4,g,2,h,3
26952,c,1,c,6,f,3
12713,d,3,e,8,a,3
14870,c,3,b,4,h,7
21534,b,1,b,6,b,2
16370,d,3,e,4,h,6
2808,c,2,a,6,a,2
9017,c,2,f,8,a,4
16940,a,1,g,4,e,2
16106,d,3,b,1,e,5
22534,b,2,g,7,e,2
21179,a,1,f,3,h,3
2469,d,3,e,5,c,5
3738,d,3,c,5,g,1
20670,d,2,g,6,e,6
13481,b,1,f,7,e,3
18988,c,2,g,2,h,8
362,b,1,d,8,e,7
6924,c,1,b,7,h,2
18088,c,1,e,1,a,3
14688,c,2,g,8,a,7
2139,d,2,d,8,e,8
19623,d,1,d,4,g,7
18767,c,2,d,2,g,7
7314,c,3,f,4,g,2
20695,d,2,g,8,d,5
25861,a,1,f,1,g,3
1312,c,2,f,2,e,1
20314,d,2,c,4,a,8
6183,d,3,f,7,c,8
11303,c,2,f,6,h,7
1591,c,3,h,2,g,2
27213,c,1,g,2,d,4
18546,c,2,b,1,g,4
2396,d,3,b,7,g,6
16701,d,4,a,6,g,6
14559,c,2,e,7,h,4
9516,d,2,d,4,a,4
5233,b,1,e,3,g,2
26510,b,1,g,4,e,6
21452,b,1,a,8,e,5
20420,d,2,e,2,c,4
8987,c,2,e,8,a,5
3020,c,3,d,1,h,1
9903,d,3,e,8,a,6
8228,d,4,f,2,g,6
9105,c,3,a,8,f,1
13913,c,1,d,3,a,4
5295,c,1,b,4,a,6
3972,c,3,h,2,f,1
21754,b,1,e,2,h,5
14663,c,2,g,4,g,7
4133,d,2,b,3,g,2
974,c,1,f,2,a,1
7291,c,3,d,8,f,2
25559,a,1,a,8,f,3
15585,d,2,b,5,e,6
17338,b,1,e,8,d,7
25994,b,1,a,3,g,6
9752,d,3,b,6,b,8
13774,b,2,h,1,e,2
25931,a,1,h,1,h,5
23265,c,1,f,2,e,8
5016,d,3,g,7,h,3
17602,b,2,b,3,h,5
25563,a,1,a,8,f,4
10874,c,1,d,2,a,2
23874,c,2,d,7,e,3
13239,a,1,f,4,d,1
18024,c,1,d,3,f,8
17674,b,2,d,2,a,6
11873,d,1,f,8,h,6
17764,b,2,e,7,h,7
1933,d,1,g,6,h,5
4675,c,2,h,5,a,3
10222,d,4,e,8,h,5
892,c,1,d,5,e,5
7287,c,3,d,2,h,2
21260,a,1,h,6,h,2
7906,d,4,a,1,h,5
24578,d,1,c,5,g,8
14551,c,2,e,7,f,5
23696,c,2,a,7,a,3
25425,d,2,f,6,h,3
18850,c,2,e,6,f,4
7657,d,3,c,5,g,8
10106,d,4,b,5,h,4
26172,b,1,c,3,d,7
18297,c,1,h,1,c,3
11362,c,2,h,1,b,8
13832,c,1,a,6,a,8
19120,c,2,h,3,d,8
726,b,2,h,2,h,3
7214,c,3,a,1,g,1
8245,d,4,f,5,f,4
18180,c,1,e,7,g,4
15876,d,2,g,5,h,5
20229,d,2,b,8,e,7
14199,c,2,a,3,d,8
22786,c,1,a,7,g,3
10745,b,2,e,4,c,3
17320,b,1,e,7,h,3
18649,c,2,b,8,a,8
17208,b,1,e,1,g,7
7274,c,3,c,5,h,1
11593,c,3,g,5,f,2
1389,c,2,g,4,g,3
3564,d,1,h,8,a,1
9076,c,3,a,3,e,2
5429,c,2,a,8,a,1
27884,a,1,g,8,e,4
16220,d,3,c,1,f,5
24211,d,1,a,4,a,6
22074,b,1,h,2,g,7
14899,c,3,c,1,g,5
24262,d,1,a,6,h,6
15512,d,2,a,2,f,8
14561,c,2,e,7,b,6
1868,d,1,f,5,g,5
8202,d,4,e,6,g,6
23870,c,2,d,6,a,3
26039,b,1,b,2,a,6
806,c,1,b,5,c,6
4805,d,2,f,5,h,1
26405,b,1,f,4,c,7
12260,d,2,h,1,h,3
27494,d,1,d,7,f,6
27996,b,1,d,7,g,6
10426,a,1,h,4,e,1
9155,c,3,c,5,e,2
23895,c,2,e,6,e,4
24440,d,1,b,6,f,3
15152,d,1,a,6,h,2
4494,a,1,b,2,c,1
2632,d,3,h,8,h,7
14286,c,2,b,5,c,8
26506,b,1,g,3,f,6
25280,d,2,a,7,a,4
25007,d,1,g,7,d,5
7832,d,3,f,6,b,3
20772,d,2,h,3,e,6
14269,c,2,b,1,h,6
145,a,1,g,5,f,4
22851,c,1,b,2,b,5
2033,d,2,b,3,b,4
24951,d,1,g,3,a,7
1165,c,2,b,5,c,5
11692,d,1,c,4,c,6
2050,d,2,b,6,b,5
20144,d,2,b,2,a,5
10816,c,1,a,4,a,8
12676,d,3,e,6,g,4
20819,d,2,h,6,f,3
3430,c,1,b,5,a,1
24574,d,1,c,5,g,8
26308,b,1,d,7,d,4
7069,c,2,c,8,b,5
4361,d,3,e,7,h,1
10616,b,1,f,8,a,4
25838,a,1,e,7,c,2
18155,c,1,e,4,e,8
19895,d,1,h,2,g,8
271,b,1,c,3,d,2
12984,d,4,c,1,g,7
8436,b,1,b,7,a,8
18416,c,2,a,2,h,7
12316,d,2,h,8,f,5
27735,a,1,c,6,g,4
9005,c,2,f,6,g,1
27597,d,1,g,1,d,4
3810,d,3,f,5,c,1
13919,c,1,d,3,g,8
15775,d,2,e,4,a,5
9996,d,3,g,5,b,8
4346,d,3,e,3,f,2
545,b,1,h,2,h,3
19625,d,1,d,4,a,5
25314,d,2,b,7,c,6
8502,b,1,e,3,a,8
11713,d,1,c,7,a,6
15229,d,1,d,2,a,6
9323,d,1,c,3,h,6
13737,b,2,f,6,h,5
27943,a,1,h,8,f,6
15520,d,2,a,3,f,8
7564,d,3,a,4,b,8
17304,b,1,e,6,e,7
15317,d,1,e,2,d,5
26824,b,2,h,6,h,4
11779,d,1,e,4,b,4
6640,b,1,a,7,e,1
24078,c,2,h,7,a,4
8230,d,4,f,2,h,8
12651,d,3,e,3,d,5
23510,c,1,h,2,c,3
20662,d,2,g,5,a,7
2983,c,2,g,1,f,1
16514,d,3,g,3,b,4
13409,b,1,e,4,f,4
24364,d,1,b,2,b,8
2667,d,4,e,1,f,1
23522,c,1,h,2,a,4
19607,d,1,d,3,g,3
9374,d,1,f,5,a,4
24077,c,2,h,7,c,5
21776,b,1,e,4,g,4
614,b,2,e,4,d,3
19945,d,1,h,8,d,7
17850,c,1,a,3,b,6
4497,a,1,c,2,f,1
19426,c,3,h,3,g,6
25510,a,1,a,2,e,6
18803,c,2,d,7,a,6
21469,b,1,b,2,a,6
3294,d,2,e,2,b,1
6737,b,1,g,4,h,1
1500,c,3,f,2,a,1
9018,c,2,f,8,f,5
17905,c,1,a,8,g,5
26823,b,2,h,6,g,4
15023,c,3,e,7,e,3
11122,c,2,c,1,c,8
4232,d,2,f,4,h,2
24070,c,2,h,6,f,3
8820,c,1,h,7,h,8
4430,d,3,h,4,a,1
12045,d,2,d,4,f,8
16774,a,1,b,1,g,7
27864,a,1,g,6,h,2
23508,c,1,h,2,a,4
22297,b,2,c,1,g,2
12182,d,2,e,7,c,7
8592,b,2,a,7,f,1
4806,d,2,f,6,f,1
26589,b,1,h,1,a,6
24622,d,1,d,3,f,5
13849,c,1,b,2,h,8
24428,d,1,b,5,d,3
25064,d,1,h,1,f,5
20377,d,2,d,5,f,3
11918,d,2,a,3,b,8
21771,b,1,e,4,b,5
22993,c,1,c,3,e,8
15896,d,2,g,7,a,5
5319,c,1,b,8,a,1
27836,a,1,g,2,e,4
7119,c,2,e,1,g,1
2421,d,3,c,7,b,6
21988,b,1,g,4,a,8
1750,d,1,c,8,b,7
11344,c,2,g,6,a,3
19092,c,2,h,1,g,4
12254,d,2,g,8,a,5
27666,a,1,b,2,c,2
338,b,1,d,5,d,4
24791,d,1,f,1,d,7
11855,d,1,f,7,b,4
1341,c,2,f,5,g,4
27429,d,1,c,6,b,4
24366,d,1,b,2,e,5
3640,d,2,f,5,e,2
16713,d,4,c,6,g,6
21520,b,1,b,5,d,6
3004,c,3,a,5,d,1
