,V1,V2,V3,V4
2345,0.899,,1.593,1.0848
4323,3.168,0.741,1.518,0.54
3312,0.991,0.67,1.596,1.1141999999999999
2359,0.781,0.724,1.527,0.75
3006,1.493,0.474,1.764,1.047
2206,,0.6,2.814,0.631
3806,0.898,0.503,1.72,1.312
5204,,0.458,1.452,0.454
3179,1.704,0.371,2.149,0.909
3422,0.889,0.495,3.191,1.357
1286,0.991,0.534,1.902,1.496
349,0.788,0.37,2.139,0.8778
3416,0.889,0.501,2.59,1.358
2137,0.775,0.745,2.144,5.0
2691,1.096,1.186,1.193,2.557
3541,2.071,,1.9,1.622
3715,,0.562,2.392,5.0
1681,1.973,1.391,2.002,1.708
4430,1.848,1.433,1.919,1.8234
1443,0.794,,1.458,0.785
3856,,,1.664,1.06
3215,2.126,0.575,2.025,0.769
1671,,0.388,1.984,1.586
4818,0.617,0.772,2.921,1.597
1179,1.415,0.812,,0.833
2798,0.928,0.674,0.966,1.177
1692,1.811,1.384,1.937,1.87
4355,2.809,0.6,1.672,0.9
372,0.905,0.742,2.16,0.882
3055,1.088,0.694,2.98,1.3689999999999998
5201,0.831,0.443,1.445,0.46
1916,0.908,0.732,1.379,0.549
1357,1.657,0.416,1.919,1.0996
1825,0.899,0.638,,1.07
786,,1.387,1.698,2.034
469,,0.479,1.843,1.228
140,1.576,0.759,1.356,0.6324
788,1.581,1.387,1.815,2.064
323,0.791,0.765,2.787,1.1108
50,1.128,0.472,,0.588
714,2.471,0.589,1.652,0.946
4901,1.693,0.389,2.7,0.934
2840,0.808,0.569,1.673,1.174
2446,0.869,0.491,0.937,1.3762000000000003
5247,2.876,,1.626,0.835
4043,0.574,0.498,1.87,1.016
4825,,0.772,2.915,1.4243999999999999
5011,1.65,0.475,1.868,1.139
4236,0.606,0.498,0.934,1.373
2666,1.35,5.0,1.515,2.159
406,2.23,0.599,2.143,0.691
4265,0.846,0.439,2.648,1.414
1004,1.677,0.835,1.286,0.5402
3574,1.555,1.358,1.631,2.0547999999999997
890,1.336,0.738,1.401,0.776
2411,1.167,0.618,3.051,1.077
2545,2.621,0.603,1.673,1.068
4084,0.57,0.465,1.771,1.095
2390,1.509,0.731,1.581,0.734
4391,2.214,0.459,1.891,1.493
42,1.562,0.47,1.646,0.523
2830,0.807,0.58,1.651,1.306
3932,0.909,0.776,2.837,5.0
3371,1.518,0.733,,0.8044
3022,1.299,0.504,1.618,0.856
3364,1.543,0.745,1.611,0.707
303,0.968,0.777,2.39,1.624
4927,1.275,0.597,2.126,0.648
11,0.729,0.469,2.31,0.465
664,0.805,0.479,1.431,0.378
1177,1.264,0.811,1.891,0.837
3292,1.372,0.546,1.739,0.62
2676,1.28,1.268,,2.329
1947,0.894,0.659,1.456,0.736
2501,3.281,,1.408,0.412
1473,1.345,0.725,,0.867
2863,0.796,0.543,2.859,0.597
2375,0.775,0.853,1.581,0.699
2132,0.776,0.849,2.793,0.885
1026,1.454,0.719,1.393,0.763
2989,0.839,0.48,1.934,1.128
961,0.893,0.541,1.28,2.508
2889,0.948,0.762,1.353,0.539
3021,1.304,0.502,1.606,1.28
3015,1.419,0.488,1.993,0.576
4267,0.845,0.435,2.653,1.415
3338,0.78,0.741,1.515,1.48
2009,1.471,0.486,1.774,1.17
2149,0.775,0.355,2.163,0.847
3948,0.769,0.791,2.754,4.315
2338,1.033,0.599,1.663,1.201
735,2.353,0.497,1.804,1.3456
304,0.961,0.776,2.393,1.6705999999999999
1440,0.796,,,0.791
1496,0.712,0.562,0.976,1.293
2652,1.416,0.729,1.597,2.1
2875,0.8,0.556,1.34,0.528
916,0.818,0.589,1.721,1.195
4562,0.905,0.65,1.759,1.089
710,2.828,0.607,1.626,0.8718
5042,1.314,0.544,,0.614
4817,0.632,,2.928,1.7762
2772,0.882,0.806,1.659,0.882
1624,2.693,,1.705,0.994
4334,2.957,0.654,,0.748
821,0.985,0.792,1.333,2.452
3921,1.054,,,1.005
1354,1.689,0.416,1.958,1.0837999999999997
4910,2.551,0.471,2.752,1.041
850,0.777,0.805,1.306,3.646
3350,0.771,1.151,1.541,0.735
1000,1.732,,1.261,0.518
4017,1.309,0.606,2.132,0.626
3525,2.342,0.535,1.783,1.355
18,0.765,0.482,1.697,0.473
1637,2.452,,1.816,1.233
1667,2.137,0.42,1.973,1.545
493,1.275,0.521,1.764,1.1336000000000002
3173,0.915,0.743,2.661,0.876
4385,2.288,0.439,1.867,1.419
1347,1.731,0.418,1.81,1.028
3018,1.397,0.494,1.797,1.039
4264,0.845,0.441,2.647,1.2314
3230,,0.523,1.871,0.989
3869,1.101,0.589,1.893,0.9376
4200,,0.745,1.581,0.74
2828,0.807,0.58,,1.307
687,3.267,0.751,1.46,0.435
1112,1.206,0.454,1.839,0.999
3232,0.576,0.515,1.852,1.018
1608,,0.621,1.654,0.888
4467,1.157,1.762,1.383,2.383
4047,0.787,0.485,1.872,1.066
1009,0.887,0.794,1.328,0.638
3291,1.39,0.541,1.746,1.391
2408,,0.642,1.286,1.019
1092,0.851,,1.922,1.339
1327,,0.426,1.787,1.504
5080,0.798,0.726,1.538,0.8
1677,2.028,1.399,1.998,1.654
1999,0.808,0.497,1.965,1.432
1310,,0.452,,1.025
3801,0.986,0.516,1.779,1.218
3631,,0.889,1.233,2.656
3872,1.04,,1.93,1.2120000000000002
1987,0.818,,3.176,1.415
4221,1.151,0.609,1.188,1.099
344,0.785,0.373,2.149,0.895
4566,0.915,0.612,,1.204
986,0.878,,1.255,0.514
587,1.065,0.549,1.131,1.145
2791,1.063,0.727,1.126,1.045
4702,1.171,,1.597,1.017
3697,0.783,0.596,1.629,1.326
4420,1.981,1.455,1.95,1.719
3485,3.09,0.769,1.483,0.616
3960,0.776,0.39,2.766,0.917
3605,0.997,2.407,1.283,2.48
3289,1.426,,1.76,0.618
1142,,0.574,1.754,0.655
2358,0.782,0.725,1.527,0.754
3264,1.69,0.481,1.855,1.1038000000000001
1198,0.983,0.91,2.783,1.631
85,1.019,0.593,2.612,1.013
1518,0.85,0.516,3.182,1.354
516,0.846,0.665,1.549,0.729
1381,1.411,0.455,1.836,0.8
3785,1.235,0.583,1.586,0.94
2716,0.818,,0.883,2.461
3667,1.076,0.747,1.794,0.937
1014,,0.751,1.366,0.721
128,0.794,0.786,1.347,0.639
1364,1.584,,1.706,1.168
4204,1.465,0.726,1.547,0.7644
4408,2.129,0.487,1.919,1.572
3732,0.765,0.681,1.369,1.247
891,1.332,0.741,1.397,0.7764
2793,1.025,0.712,1.064,1.083
4590,0.828,,1.585,0.7462
1359,1.636,0.417,1.939,1.116
307,0.924,0.775,2.398,1.669
1661,2.192,0.432,1.952,1.496
2431,0.864,,2.586,0.9574
5255,2.769,0.614,1.667,0.942
1317,0.495,,,1.042
3499,,0.683,1.589,0.878
4691,1.348,0.627,1.495,0.836
3249,1.754,0.489,2.063,1.045
2474,0.853,0.445,1.412,0.462
2542,2.674,0.621,1.652,1.014
5259,2.704,0.588,1.695,1.008
1246,1.689,0.789,2.619,1.034
5378,0.827,0.862,,2.601
1208,0.837,0.92,,2.451
3377,1.43,,2.966,0.82
216,1.191,0.457,,1.043
4679,0.847,0.651,1.469,0.794
3641,0.805,0.954,1.26,3.715
1239,,0.802,2.608,0.992
2289,1.616,0.449,1.897,1.0030000000000001
2740,0.82,,1.168,3.2359999999999998
275,,0.733,2.192,1.751
489,1.336,0.506,1.783,0.8696000000000002
1035,1.417,0.702,1.408,0.798
1229,0.817,0.482,2.173,1.45
5000,1.731,0.482,1.991,1.072
1008,0.948,,1.319,0.625
5331,1.306,2.35,1.352,3.259
3712,,0.572,1.67,1.21
3782,1.287,0.598,1.576,0.888
2532,2.842,0.675,1.586,0.848
4549,1.28,0.719,1.888,0.845
1058,,0.543,3.048,1.19
2166,1.818,0.341,2.18,0.8266
4476,1.046,0.82,1.327,2.405
4012,,0.628,2.041,0.9204000000000001
281,0.642,,2.331,1.846
1043,1.284,0.649,1.523,0.928
1316,0.5,0.442,1.819,1.038
5428,1.213,0.783,1.392,0.708
968,0.892,0.53,,0.573
3716,0.778,0.557,2.391,1.208
1939,1.458,0.665,1.45,0.717
3765,0.892,0.676,,0.676
1274,2.002,,2.255,1.327
619,,0.446,2.641,1.38
5101,0.792,,2.908,0.697
1742,0.863,0.781,1.326,2.566
1390,1.324,,,0.548
4450,1.41,,1.595,2.124
1847,0.833,0.554,1.698,1.275
1579,0.774,0.988,1.477,0.545
1655,2.229,0.388,1.927,1.453
3568,1.663,1.378,1.703,2.029
2352,0.789,,1.527,0.796
2212,1.182,0.572,2.837,0.722
3275,1.417,0.488,1.829,1.0102
2020,,0.488,1.776,1.117
5422,0.814,0.805,,0.719
1956,1.352,0.623,1.506,0.817
3178,1.717,0.376,2.151,0.902
3192,2.562,0.658,2.052,0.9574
1307,1.541,0.452,1.837,1.025
2003,,0.489,3.195,1.172
4865,0.792,0.886,2.363,0.926
575,1.297,0.63,3.078,0.914
2360,0.781,,1.527,0.749
4791,,0.607,1.933,0.99
4924,1.329,0.61,,0.7777999999999999
1706,1.408,0.751,1.655,2.051
1799,1.384,0.738,1.448,0.73
3347,,0.739,1.53,0.754
4751,,0.465,1.776,0.57
1280,1.88,,1.937,1.402
4447,1.393,0.795,1.633,2.082
861,0.767,0.878,1.327,2.727
4525,0.768,0.798,1.329,0.808
1801,1.384,0.737,1.445,0.73
1628,2.626,0.546,,1.061
1993,0.806,0.501,1.749,1.2648
2639,1.417,0.725,1.621,2.078
269,1.128,0.702,2.294,1.571
629,0.826,0.428,2.64,1.394
3081,0.565,0.788,2.885,1.6232
3466,3.284,0.481,1.396,0.419
2334,1.106,0.568,1.699,0.9168
4771,1.321,0.497,1.608,1.273
2966,0.969,0.501,3.176,1.22
300,0.976,0.778,2.392,1.709
459,1.635,0.478,1.718,1.144
1447,0.796,0.826,1.466,0.779
1472,1.362,0.732,1.417,0.85
2046,1.122,0.589,3.106,1.571
4610,0.822,0.545,2.443,5.0
4292,,0.484,1.458,0.393
3976,0.908,0.746,2.662,0.8946
2113,0.99,0.736,2.918,5.0
27,,0.475,1.707,0.47
2040,1.233,0.552,1.79,1.1898000000000002
4937,,0.555,2.816,0.783
3216,2.108,0.572,,0.783
837,0.786,0.818,1.296,3.66
129,0.814,0.78,1.345,0.636
4004,2.569,0.663,2.126,0.952
2008,1.471,,1.982,1.17
5352,1.019,0.933,1.089,2.408
503,1.094,0.578,,0.65
3813,0.827,0.49,1.769,1.398
4692,1.334,0.622,1.509,0.853
380,2.67,0.7,2.707,0.937
1851,,0.537,1.69,2.676
1525,,0.507,2.559,1.355
2365,0.776,0.717,1.538,0.736
5338,1.216,2.401,,2.26
3052,0.837,0.69,2.998,1.658
2884,1.696,0.774,1.34,0.4868
2340,,,1.645,1.239
374,0.898,0.734,2.153,0.899
3874,1.002,0.625,1.986,1.56
2381,,0.747,1.599,0.686
5124,,0.7,2.893,0.864
939,0.895,0.578,,1.215
5388,,0.838,1.282,2.6206
5113,1.552,0.755,1.62,0.706
4545,1.323,0.732,1.913,0.7932
2799,0.868,0.666,0.972,1.199
2147,0.775,0.363,2.163,0.847
3591,1.226,0.832,1.397,2.385
4519,0.769,0.82,1.309,3.678
4955,0.802,0.493,1.865,1.063
5347,1.091,0.938,1.246,2.347
2068,0.761,0.65,3.018,1.624
3623,0.818,0.89,1.224,3.675
529,0.769,0.683,1.531,0.748
3308,1.072,0.646,,0.716
3781,1.302,0.604,1.531,0.87
5280,2.292,0.5,1.807,1.413
636,,0.414,2.655,0.769
1269,2.296,0.648,1.609,1.254
185,0.865,0.491,3.208,1.345
1394,1.286,0.489,1.794,0.553
4811,1.039,0.721,2.965,0.812
4100,1.347,0.471,1.84,1.233
1797,,0.748,1.411,0.73
2979,0.855,0.489,1.796,1.129
1441,0.795,0.782,1.453,0.789
4073,1.723,0.469,2.619,1.068
5315,1.47,1.444,1.557,2.168
1535,0.855,,1.43,1.405
4091,1.426,0.461,1.868,1.145
3188,2.608,0.674,2.733,0.979
1273,2.221,0.621,1.668,0.721
2467,0.863,0.451,1.47,0.5
3688,0.786,0.619,1.48,0.7804
607,0.825,,2.649,1.384
5299,1.779,1.481,1.93,1.923
1712,1.277,2.127,1.561,2.192
3954,0.768,0.788,2.755,1.316
2199,2.427,0.63,,1.058
955,0.896,0.553,1.749,1.088
2579,,0.488,,1.632
4278,0.843,0.411,1.489,0.451
4371,2.55,,1.772,1.158
4833,1.029,,2.909,1.562
4020,1.264,,2.118,0.672
2852,0.805,0.567,,5.0
403,1.294,0.612,2.058,0.642
2071,0.763,0.648,,1.624
5187,0.84,0.468,,1.427
1977,0.988,0.533,,1.22
158,1.255,0.645,1.526,0.956
1748,0.77,0.795,1.318,2.6536000000000004
2909,1.331,0.64,1.477,0.86
4151,0.794,0.759,1.494,0.82
902,1.176,0.702,1.83,0.941
352,0.798,0.743,2.149,0.886
1230,0.858,,2.037,1.2972
5094,0.785,1.152,1.564,0.5642
2140,0.774,0.738,2.144,4.3
444,1.495,0.487,1.764,1.094
5397,0.822,0.82,1.3,3.629
754,2.081,0.458,1.915,1.607
1737,,0.769,1.353,2.479
2971,0.951,0.499,3.179,1.235
3714,0.78,0.568,2.377,1.2366
5429,1.352,0.782,1.391,0.706
2920,1.311,0.633,1.49,0.88
311,0.864,0.779,,1.758
3423,0.89,0.494,3.188,1.356
548,0.758,0.779,1.572,0.66
661,0.802,0.477,1.422,0.38
5194,0.839,0.449,2.644,0.495
1989,0.803,0.502,3.179,1.435
3665,1.215,0.754,1.814,0.905
306,0.937,0.773,2.392,2.247
2335,1.087,,1.69,1.683
694,3.172,0.716,1.501,0.529
2356,,0.728,1.527,0.754
3702,0.785,0.589,0.861,1.331
1927,1.476,0.672,1.442,0.7
684,3.29,0.479,1.445,0.409
3427,0.888,0.489,2.579,1.36
749,,0.471,1.894,0.7238
3638,0.805,0.901,1.249,2.683
3218,2.07,0.566,2.772,0.813
3859,1.298,0.522,,0.923
1266,2.352,0.616,1.611,1.206
3903,0.639,0.75,2.938,2.068
4149,,0.746,1.513,0.804
4831,1.032,0.776,2.909,1.4256
3971,0.915,0.367,2.663,0.889
2134,0.776,0.75,2.794,1.903
3083,0.548,0.776,2.88,1.726
3061,1.439,,2.975,1.156
3025,1.339,0.516,1.653,1.323
970,0.886,,2.885,0.571
13,0.757,0.48,2.304,0.9884000000000001
873,0.792,0.758,1.905,0.767
3771,,0.655,1.469,0.747
808,1.182,,1.398,3.278
3198,1.449,0.527,2.058,1.028
514,0.882,0.652,,1.353
4883,0.81,,2.649,0.873
409,2.171,0.585,2.145,0.737
4053,,0.478,1.78,0.9067999999999999
5434,0.897,0.768,1.35,0.754
5454,0.967,0.635,1.034,1.118
5177,0.84,0.488,,1.413
207,1.491,0.46,1.768,1.0668000000000002
3833,1.095,0.479,1.775,1.14
458,0.583,0.479,1.981,1.135
2054,0.971,0.632,3.063,1.59
2430,0.862,0.502,3.194,1.379
250,1.202,0.574,1.622,1.025
110,0.797,0.666,2.741,0.719
4393,2.195,0.445,1.898,1.512
1107,1.193,0.449,1.776,1.006
4706,1.1,0.557,1.604,1.076
1883,0.798,0.513,,0.539
1713,,2.14,1.547,2.196
1287,0.969,0.528,,1.518
4044,1.79,0.494,1.87,1.03
3441,0.889,0.459,1.415,0.783
552,0.768,0.753,3.25,0.648
1439,0.797,0.781,1.448,0.859
2270,,0.456,1.779,1.064
4211,1.342,0.679,1.381,0.91
3144,0.796,0.75,2.646,0.8682000000000001
2821,0.804,0.594,1.646,1.303
5214,0.85,0.463,,0.417
1925,1.483,0.676,1.434,0.693
634,0.828,0.417,1.479,1.39
5239,3.022,0.692,,0.69
316,0.793,0.771,2.779,1.1208
4599,0.825,0.554,1.701,1.163
5127,1.336,0.684,1.431,0.92
1328,0.741,0.425,1.79,1.043
427,1.822,,1.855,1.3539999999999999
4013,2.395,,2.035,1.103
105,0.799,0.664,2.478,1.239
3041,1.043,0.623,1.908,1.01
142,1.555,0.751,1.367,0.6292
2169,,0.34,2.179,0.83
3955,0.768,0.787,2.759,0.945
89,0.948,0.619,2.561,1.088
2918,,0.637,1.489,0.875
3237,0.801,0.498,1.851,1.063
2241,0.818,0.478,,1.021
3174,0.909,0.74,2.664,0.879
4058,0.767,0.475,1.78,1.112
3737,0.776,0.572,1.374,0.529
2163,1.818,0.341,2.18,0.827
2636,1.423,0.72,1.628,2.074
1949,1.425,0.65,,0.749
1768,0.777,0.776,1.328,3.6214
3901,0.672,0.734,2.952,1.797
2272,,0.456,1.782,1.064
1,1.687,0.449,2.332,0.429
4720,0.868,0.493,3.213,1.352
5406,0.817,0.813,1.321,3.62
1951,1.408,0.641,1.473,0.762
935,0.898,0.58,1.717,1.213
4683,1.394,0.645,1.48,0.794
2720,0.823,1.023,0.892,2.589
3731,0.779,0.586,1.368,0.553
4121,,0.523,,0.584
1109,1.191,0.45,1.78,0.981
4904,2.642,0.444,2.719,0.971
591,0.992,0.524,3.173,1.217
3534,2.176,0.479,1.856,1.519
1695,1.68,,1.832,1.907
4098,1.363,0.467,1.846,1.215
2936,0.832,0.608,1.515,0.946
4585,,0.57,,1.289
5326,1.357,1.746,1.407,2.384
1576,0.758,0.597,1.483,0.546
1111,1.57,0.453,1.936,0.992
4563,0.886,0.638,1.741,1.1219999999999999
213,1.198,0.455,1.835,1.035
778,1.764,1.397,1.979,1.9091999999999998
1415,0.998,0.668,1.592,1.1141999999999999
3496,2.88,0.704,1.568,0.824
101,0.795,0.666,2.469,1.2369999999999999
2043,1.179,0.57,2.04,0.6784
2848,0.807,,2.397,1.183
4952,0.848,0.503,1.869,1.019
4892,0.942,0.76,,0.867
4317,3.271,0.783,1.473,0.436
1567,0.784,0.54,1.443,0.4444
165,1.121,0.594,3.117,1.087
5143,1.024,0.573,1.09,1.229
3566,1.693,1.384,1.762,2.001
4842,0.983,0.779,2.885,1.155
5374,0.821,3.672,1.26,2.575
1343,1.731,0.418,5.0,1.028
2013,1.47,0.485,1.771,1.17
273,1.434,0.719,2.956,1.734
3860,1.286,0.528,1.722,0.932
71,1.271,,2.8,0.756
4366,2.647,0.558,1.735,1.061
3788,1.187,0.57,1.601,0.99
1087,0.851,,3.213,1.338
394,1.459,0.647,,1.026
583,1.141,0.574,3.125,1.069
1367,1.34,0.428,1.886,1.2136
5439,1.233,,,0.8404
5062,0.937,0.678,1.594,1.34
2548,2.567,0.583,1.694,1.121
1013,0.851,0.759,1.358,0.704
5342,,2.429,1.274,2.277
4076,1.723,0.469,2.598,1.067
3003,1.105,0.472,1.76,1.112
5222,3.294,0.806,1.448,0.4192
1701,1.395,0.622,1.715,1.985
520,0.776,0.689,1.522,0.753
1763,0.78,0.785,1.324,3.624
1875,0.805,0.516,2.433,5.0
1259,2.468,0.714,1.918,1.116
3344,,0.737,,0.759
4945,1.949,,1.898,0.907
2253,0.752,0.46,1.762,1.072
2781,1.215,0.787,1.275,0.89
3224,1.957,0.546,,1.062
526,0.769,0.685,1.529,0.743
4327,0.881,0.707,1.551,0.617
5186,,0.469,1.501,0.569
2946,1.096,0.559,1.619,1.092
377,2.094,0.374,2.144,0.914
3899,0.714,0.715,2.967,0.814
1559,,0.569,,0.461
692,3.205,,1.487,0.496
1963,1.234,0.593,1.573,0.944
5162,0.571,0.51,2.599,1.387
348,0.788,0.37,2.18,0.8778
2434,0.865,0.501,,1.377
2246,0.755,0.465,1.767,1.745
4546,1.315,0.731,1.909,0.807
3633,0.815,,1.242,3.681
1709,1.317,0.9,1.603,2.097
1050,1.149,0.595,,1.054
590,1.01,0.53,3.18,1.199
519,0.792,0.684,1.528,0.749
3380,1.375,0.686,2.21,0.874
3676,1.012,0.692,1.705,1.2499999999999998
4906,2.609,0.693,2.156,0.996
4502,0.783,0.84,1.284,2.668
2477,0.851,0.474,1.417,0.449
1083,0.857,0.473,1.793,1.337
1607,0.747,0.586,1.646,0.873
3610,0.915,0.913,1.251,2.505
5211,,,1.453,0.426
4922,,0.619,2.809,1.129
1294,0.843,0.481,,0.995
1809,1.34,0.723,1.408,0.774
3595,1.163,0.847,1.35,2.5566000000000004
791,1.37,0.723,,2.105
792,1.367,0.724,1.585,2.117
4950,0.884,0.509,2.655,0.985
1855,0.808,0.535,1.694,1.296
5189,0.838,0.461,1.476,0.822
1980,0.935,0.525,1.683,1.277
3233,0.575,0.511,1.849,1.031
3598,1.115,,1.329,2.0592
933,0.9,0.581,1.714,1.211
3963,0.769,0.386,2.657,0.909
5010,1.658,0.476,1.901,1.132
3328,0.78,0.744,1.506,0.844
1530,,0.494,2.566,1.359
1410,,0.592,1.687,0.627
3524,2.36,0.523,1.774,1.337
4681,1.395,0.649,1.474,0.794
5069,0.811,,1.53,0.791
4797,,0.655,2.085,1.631
83,,0.58,2.643,0.975
868,0.767,0.788,1.349,0.789
2350,0.812,,1.544,0.76
20,0.814,0.48,1.7,0.473
5047,1.226,,,0.647
4401,2.177,0.436,1.908,1.527
4216,1.248,0.645,1.283,1.004
2795,0.986,,1.05,1.121
3453,0.876,0.445,1.419,0.48
4987,1.735,0.483,1.806,1.069
3778,,0.618,1.527,0.824
1562,5.0,0.573,1.401,0.472
4586,0.828,0.569,1.689,1.289
3093,0.994,0.766,2.892,5.0
3155,0.937,0.35,2.655,0.855
973,0.881,0.527,2.887,0.568
1710,1.308,0.923,1.59,2.114
3201,1.396,0.582,1.993,1.132
4410,2.107,0.495,1.924,1.593
5253,2.796,0.618,1.656,0.915
1098,1.199,,1.836,1.03
4541,1.335,0.733,1.92,0.787
2844,0.808,0.563,1.688,1.177
886,1.338,0.735,1.404,0.773
5379,0.828,0.856,1.266,1.934
4238,0.585,0.484,0.882,1.3492000000000002
3560,1.801,,1.879,1.894
4995,1.731,0.483,,1.0742
4173,0.775,0.757,1.514,5.0
4803,1.116,0.683,2.233,1.633
515,0.864,,1.556,0.723
5037,1.398,0.517,1.778,0.861
737,2.316,0.481,1.82,1.375
1453,0.794,0.808,1.47,0.765
3553,1.927,0.53,1.965,1.2563999999999997
3609,0.932,0.908,,2.501
2006,1.472,0.486,1.773,1.168
5128,1.318,0.677,2.254,0.939
2506,3.284,0.834,1.411,0.41879999999999995
2994,1.109,,1.759,1.114
3999,2.63,0.682,2.733,0.967
2126,0.787,0.753,2.798,0.903
2926,1.295,0.625,1.501,0.893
3717,0.777,0.555,2.393,1.2366
5176,0.843,0.489,0.914,1.411
906,1.1,0.722,1.791,1.017
28,,0.475,1.706,0.468
1030,0.914,0.717,,0.768
2507,3.28,0.83,1.412,0.415
2428,,0.507,,1.378
947,0.898,0.569,1.734,1.128
4313,3.323,0.81,,0.388
762,2.011,3.134,1.948,1.678
3747,0.91,0.727,1.39,0.552
715,2.466,0.589,1.659,1.0826
284,0.589,0.801,2.014,1.908
686,3.273,0.756,1.455,0.426
703,2.965,0.646,1.579,0.7311999999999999
3341,0.773,0.748,1.515,0.9512
2353,0.785,0.726,1.527,0.796
2257,1.491,0.458,,1.0914
4397,2.181,0.436,1.904,1.525
473,,,1.829,1.27
21,0.811,0.479,1.698,0.473
2752,0.818,1.009,1.196,3.683
885,1.339,0.736,1.405,0.772
3977,0.911,0.746,2.662,0.895
2448,0.869,0.489,0.941,1.37
917,,0.586,1.726,1.194
2571,1.907,0.556,,1.535
1040,1.341,0.67,1.443,0.873
2239,1.809,,,0.997
730,2.448,0.528,1.766,1.245
3395,1.085,0.584,,0.8231999999999999
1265,2.371,0.604,,1.192
483,,0.494,1.8,0.7066000000000001
4928,1.266,,,0.8936
2963,0.972,0.503,3.174,1.217
1219,0.826,0.897,2.016,5.0
277,1.04,0.748,2.928,3.0378
988,0.881,0.693,1.259,0.512
2084,1.012,0.661,2.281,1.5298000000000003
1245,1.699,0.793,2.615,1.037
2382,,0.752,1.601,0.685
571,1.374,0.656,4.051,0.838
1435,0.799,0.778,1.447,0.803
3902,0.653,0.742,2.944,1.669
993,0.904,0.711,1.254,0.502
1247,1.681,0.785,2.624,1.004
4095,1.593,0.464,1.859,1.185
585,1.102,0.562,5.0,1.108
3526,2.323,0.524,1.791,1.361
4326,3.11,0.715,1.542,0.615
2514,3.191,0.797,1.448,0.503
1349,1.726,0.418,1.812,1.033
1007,1.627,0.811,1.311,0.614
674,3.335,0.425,1.421,0.367
2412,1.147,0.611,3.059,1.096
2903,0.86,0.665,1.444,0.785
447,1.496,0.485,,1.09
5141,1.06,0.586,1.123,1.193
2913,1.321,,1.482,0.867
4250,0.831,0.468,2.647,1.412
359,1.813,0.357,2.644,0.834
2064,0.756,0.658,3.018,1.712
5369,0.818,3.661,0.881,2.53
4316,,0.79,,0.421
1690,,1.381,1.95,1.841
4717,0.91,0.504,3.201,1.3066
1985,0.848,0.513,1.734,1.377
294,0.981,0.78,2.387,1.6705999999999999
1547,0.839,0.465,1.396,0.489
2012,1.47,0.486,1.774,1.17
588,1.046,0.543,3.17,1.163
3329,0.779,,1.509,0.834
2403,1.32,0.668,1.415,0.923
2129,0.775,0.85,2.794,0.887
3998,2.64,0.685,2.729,0.96
4787,1.178,0.581,1.846,1.525
3741,1.664,0.741,,0.521
3508,2.659,0.63,1.655,1.043
2719,0.823,1.027,0.892,2.468
4971,1.525,0.485,1.804,1.068
4977,1.527,,1.806,1.069
556,1.57,0.741,1.626,0.64
2469,0.862,0.448,1.454,0.531
3738,0.794,0.577,1.372,0.524
1716,,,1.511,2.2
2604,1.672,1.405,1.746,2.009
4508,0.781,0.828,1.287,3.668
1704,1.36,0.72,1.672,2.026
2139,0.774,,2.143,4.296
3239,0.802,0.497,1.853,1.076
2383,0.791,0.755,,0.686
1285,1.007,,1.902,1.479
4656,1.62,0.753,,0.577
4879,0.784,0.383,2.147,0.8778
3930,,,2.859,5.0
4310,3.333,0.818,,0.375
1591,3.104,0.715,,0.595
4840,1.007,,2.897,1.59
2162,1.818,0.341,2.18,0.827
2396,1.443,0.708,2.873,0.8
317,0.792,0.769,2.479,1.5332000000000001
4903,2.089,0.438,2.713,0.959
3111,0.786,,2.779,1.274
4036,1.943,0.525,1.885,0.91
795,,0.848,1.551,2.159
3020,1.315,0.499,1.6,1.271
1711,,0.937,1.576,2.144
3387,,,1.305,1.006
36,1.611,0.473,2.596,0.483
913,0.83,,1.738,1.153
3972,0.917,0.747,2.662,0.8896000000000001
4133,,0.611,1.668,1.675
974,,,2.889,0.549
983,0.878,,1.274,0.512
4458,1.263,2.229,1.475,2.228
1418,0.946,0.683,1.553,0.713
1560,5.0,,1.392,0.462
4135,1.084,0.627,1.649,1.72
1355,1.679,,,0.9258
5179,,0.484,2.614,1.412
987,0.878,0.694,1.256,0.513
2682,1.181,1.18,1.282,2.414
1640,2.397,0.45,1.842,1.2964
1290,0.913,0.505,1.937,1.566
3681,0.915,0.665,1.667,1.204
1380,1.422,,1.839,0.794
1933,0.851,0.67,1.444,0.71
4602,0.826,0.55,1.702,1.157
3160,0.936,0.35,,0.856
2030,1.363,0.502,1.85,1.12
892,1.325,0.74,1.387,0.786
4069,1.724,0.469,2.063,1.067
2,1.687,0.449,2.334,0.429
2109,1.015,0.732,2.931,1.704
849,0.778,0.807,,3.642
2737,0.821,0.946,1.158,2.424
2466,0.863,0.452,2.611,0.509
1914,0.94,0.746,1.366,0.516
1596,3.019,0.675,1.547,0.678
1913,1.682,0.751,1.361,0.502
5142,1.042,0.58,1.105,1.211
2736,,0.948,1.156,2.41
726,,,,1.169
53,1.457,0.473,2.502,0.597
1796,0.904,0.751,1.413,0.731
3845,1.414,0.487,,0.578
2553,,0.551,1.729,0.8872
2800,0.852,0.658,0.927,1.215
936,0.897,0.58,1.717,1.214
4506,,0.831,1.284,2.705
824,0.928,0.797,1.321,2.506
3401,0.712,0.551,1.041,1.273
1389,1.333,0.474,,0.872
3564,1.727,1.381,1.798,1.968
884,,0.74,1.404,0.771
